list,song,spotify_url,spotdl_url,judge_url,same,search_seconds,judge_seconds,correct
✨Spanish✨,Bad Bunny - DtMF,https://open.spotify.com/track/3sK8wGT43QFpWrvNQsrQya,https://music.youtube.com/watch?v=TiebZllW8As,https://music.youtube.com/watch?v=TiebZllW8As,True,10.11,6.77,
✨Spanish✨,Bad Bunny - BAILE INoLVIDABLE,https://open.spotify.com/track/2lTm559tuIvatlT1u0JYG2,https://music.youtube.com/watch?v=JseJETvMtHY,https://music.youtube.com/watch?v=JseJETvMtHY,True,4.25,1.341,
✨Spanish✨,Bad Bunny - Tití Me Preguntó,https://open.spotify.com/track/1IHWl5LamUGEuP4ozKQSXZ,https://music.youtube.com/watch?v=juRFjpB5Ppg,https://music.youtube.com/watch?v=juRFjpB5Ppg,True,6.26,3.435,
✨Spanish✨,Bad Bunny - CAFé CON RON,https://open.spotify.com/track/6VNXmo59yDYgcwLS17UNAW,https://music.youtube.com/watch?v=sLJsaFYnsjE,https://music.youtube.com/watch?v=sLJsaFYnsjE,True,5.34,1.422,
✨Spanish✨,Pedro Capó - Calma - Remix,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4,https://www.youtube.com/watch?v=1_zgKRBrT0Y,https://www.youtube.com/watch?v=1_zgKRBrT0Y,True,10.27,7.037,
✨Spanish✨,KAROL G - Si Antes Te Hubiera Conocido,https://open.spotify.com/track/73scB4Q4fcOmnsBVZPmk32,https://music.youtube.com/watch?v=mi-JD4jGVUQ,https://music.youtube.com/watch?v=mi-JD4jGVUQ,True,7.89,5.031,
✨Spanish✨,Enrique Iglesias - Bailando - Spanish Version,https://open.spotify.com/track/6PSKhwo0mVcOdjUOhVJd5p,https://www.youtube.com/watch?v=TpG9x_5iUEA,https://www.youtube.com/watch?v=TpG9x_5iUEA,True,10.58,7.545,
✨Spanish✨,Don Omar - Dile,https://open.spotify.com/track/69Ej1xrGjOcHvIMtMKxK0G,https://music.youtube.com/watch?v=VcrKS3nRvF8,https://music.youtube.com/watch?v=VcrKS3nRvF8,True,63.08,60.093,
✨Spanish✨,J Balvin - Azul,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1,https://music.youtube.com/watch?v=_XTu5vefx5Y,https://music.youtube.com/watch?v=_XTu5vefx5Y,True,7.29,4.587,
✨Spanish✨,Shakira - Chantaje (feat. Maluma),https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,https://music.youtube.com/watch?v=z0LqPKQYzEI,https://music.youtube.com/watch?v=z0LqPKQYzEI,True,7.51,4.505,
✨Spanish✨,Daddy Yankee - Gasolina,https://open.spotify.com/track/5YoITs1m0q8UOQ4AW7N5ga,https://music.youtube.com/watch?v=2djj_KnGwjk,https://music.youtube.com/watch?v=2djj_KnGwjk,True,27.24,24.412,
✨Spanish✨,Daddy Yankee - Limbo,https://open.spotify.com/track/3pDhN3qB33AOPhQEkUCaWt,https://music.youtube.com/watch?v=-UhyvOQ0XZY,https://music.youtube.com/watch?v=-UhyvOQ0XZY,True,8.51,4.339,
✨Spanish✨,Gente De Zona - La Gozadera (feat. Marc Anthony),https://open.spotify.com/track/0OMRAvrtLWE2TvcXorRiB9,https://music.youtube.com/watch?v=LECvZ1GUweY,https://music.youtube.com/watch?v=LECvZ1GUweY,True,6.99,4.06,
✨Spanish✨,Don Omar - Danza Kuduro,https://open.spotify.com/track/2a1o6ZejUi8U3wzzOtCOYw,https://www.youtube.com/watch?v=JmatCSqYu38,https://www.youtube.com/watch?v=JmatCSqYu38,True,5.38,2.331,
✨Spanish✨,J Balvin - Mi Gente,https://open.spotify.com/track/7COfe3P7KgfwDwIRB8LIDw,https://music.youtube.com/watch?v=uFuAHzHOGYQ,https://music.youtube.com/watch?v=uFuAHzHOGYQ,True,6.17,2.337,
✨Spanish✨,"Daddy Yankee - Lo Que Pasó, Pasó",https://open.spotify.com/track/40a82F3K2UTbeoLlXXXZBd,https://music.youtube.com/watch?v=fHwbnAeJ6EA,https://music.youtube.com/watch?v=fHwbnAeJ6EA,True,5.96,3.215,
✨Spanish✨,CNCO - Reggaetón Lento (Bailemos),https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,https://music.youtube.com/watch?v=-RjOjtv9cKg,https://music.youtube.com/watch?v=-RjOjtv9cKg,True,7.14,3.187,
✨Spanish✨,NATTI NATASHA - Criminal,https://open.spotify.com/track/4nt5qwSYkN4d3v57v4bB72,https://www.youtube.com/watch?v=-cTNTYsOU_4,https://www.youtube.com/watch?v=-cTNTYsOU_4,True,3.9,1.078,
✨Spanish✨,Daddy Yankee - Con Calma,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,https://music.youtube.com/watch?v=GQwj_FRntp8,https://music.youtube.com/watch?v=GQwj_FRntp8,True,3.7,0.93,
✨Spanish✨,Bad Bunny - DÁKITI,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49,https://music.youtube.com/watch?v=2x9aY0QJR04,https://music.youtube.com/watch?v=2x9aY0QJR04,True,3.79,1.119,
✨Spanish✨,Carlos Vives - La Bicicleta,https://open.spotify.com/track/0Gx4VrHzS7pZOEAGrmXXBH,https://www.youtube.com/watch?v=-UV0QGLmYys,https://www.youtube.com/watch?v=-UV0QGLmYys,True,4.47,1.7,
✨Spanish✨,J Balvin - Ginza,https://open.spotify.com/track/2C2TGgFzrTRIOdQS1vUN5h,https://music.youtube.com/watch?v=T2eguXvbV7s,https://music.youtube.com/watch?v=T2eguXvbV7s,True,3.91,1.267,
✨Spanish✨,Ricky Martin - Vente Pa' Ca (feat. Maluma),https://open.spotify.com/track/7DM4BPaS7uofFul3ywMe46,https://music.youtube.com/watch?v=COJp2Ejz0x0,https://music.youtube.com/watch?v=COJp2Ejz0x0,True,4.07,1.451,
✨Spanish✨,Daddy Yankee - La Despedida,https://open.spotify.com/track/0fqrZVSenCW6vD2eFMx5pt,https://music.youtube.com/watch?v=h6bg8X5qNUs,https://music.youtube.com/watch?v=h6bg8X5qNUs,True,13.0,10.211,
✨Spanish✨,Marc Anthony - Vivir Mi Vida,https://open.spotify.com/track/3QHMxEOAGD51PDlbFPHLyJ,https://music.youtube.com/watch?v=79OxD7KNlYw,https://music.youtube.com/watch?v=79OxD7KNlYw,True,11.38,8.21,
✨Spanish✨,Farruko - Pepas,https://open.spotify.com/track/2B4GHvToeLTOBB4QLzW3Ni,https://www.youtube.com/watch?v=acm6O4WwgBg,https://www.youtube.com/watch?v=acm6O4WwgBg,True,10.12,6.99,
✨Spanish✨,Luis Fonsi - Despacito,https://open.spotify.com/track/6habFhsOp2NvshLv26DqMb,https://music.youtube.com/watch?v=FXovf5dsRTw,https://music.youtube.com/watch?v=FXovf5dsRTw,True,9.73,6.59,
✨Spanish✨,Bad Bunny - NUEVAYoL,https://open.spotify.com/track/5TFD2bmFKGhoCRbX61nXY5,https://music.youtube.com/watch?v=WdSGEvDGZAo,https://music.youtube.com/watch?v=WdSGEvDGZAo,True,3.37,0.632,
✨Spanish✨,Ricky Martin - La Mordidita (feat. Yotuel),https://open.spotify.com/track/00i0O74dXdaKKdCrqHnfXm,https://music.youtube.com/watch?v=5Ulr4o-WZgM,https://music.youtube.com/watch?v=5Ulr4o-WZgM,True,5.59,2.676,
✨Spanish✨,Carlos Vives - Robarte un Beso,https://open.spotify.com/track/0JcNysfWVWaMS7R6vzGB2k,https://music.youtube.com/watch?v=H9y-oKSdA9w,https://www.youtube.com/watch?v=Mtau4v6foHA,False,4.98,1.813,
✨Spanish✨,Shakira - Perro Fiel (feat. Nicky Jam),https://open.spotify.com/track/70lnL3QaSOIIyMa2X9aVRL,https://music.youtube.com/watch?v=WlLBTCxBJO8,https://music.youtube.com/watch?v=WlLBTCxBJO8,True,5.01,2.372,
✨Spanish✨,Deorro - Bailar (feat. Pitbull & Elvis Crespo),https://open.spotify.com/track/1A5yplwEk6cJbAL63L6bkp,https://www.youtube.com/watch?v=9cBtJYI6itg,https://www.youtube.com/watch?v=9cBtJYI6itg,True,4.07,1.106,
✨Spanish✨,Don Omar - Hasta Que Salga El Sol,https://open.spotify.com/track/3W8oGQi947ofWesrIYXP2n,https://music.youtube.com/watch?v=nTWsspgrF0E,https://music.youtube.com/watch?v=nTWsspgrF0E,True,4.55,1.741,
✨Spanish✨,Shakira - Acróstico - Milan + Sasha,https://open.spotify.com/track/7txjUEY6McJDJKqIo1Rxjp,https://www.youtube.com/watch?v=oBw5BlWsY3M,https://www.youtube.com/watch?v=oBw5BlWsY3M,True,13.04,10.538,
✨Spanish✨,Shakira - Dai Dai,https://open.spotify.com/track/0kosUz0jePvjiz4ctmR6wL,https://music.youtube.com/watch?v=lFQdcPTTzSg,https://music.youtube.com/watch?v=lFQdcPTTzSg,True,11.4,8.59,
✨Spanish✨,Shakira - Waka Waka (Esto es Africa) (feat. Freshlyground),https://open.spotify.com/track/0W8nDs4H2cqxxAgszNMYO3,https://www.youtube.com/watch?v=KZqFXNMYwr0,https://www.youtube.com/watch?v=KZqFXNMYwr0,True,13.15,10.438,
✨Spanish✨,Shakira - Loca (feat. El Cata),https://open.spotify.com/track/42k1KeBehAd83lrGt1okiC,https://music.youtube.com/watch?v=p_uBMc7mA0c,https://music.youtube.com/watch?v=p_uBMc7mA0c,True,19.54,16.954,
✨Spanish✨,Shakira - La Tortura (feat. Alejandro Sanz),https://open.spotify.com/track/53AafWSzYsiJKnAtJTUB5f,https://music.youtube.com/watch?v=GdgiSOHcswI,https://music.youtube.com/watch?v=GdgiSOHcswI,True,4.74,1.803,
✨Spanish✨,KAROL G - TQG,https://open.spotify.com/track/0DWdj2oZMBFSzRsi2Cvfzf,https://music.youtube.com/watch?v=a4oZXu9jM-Q,https://music.youtube.com/watch?v=a4oZXu9jM-Q,True,7.32,4.644,
✨Spanish✨,Luis Fonsi - Échame La Culpa,https://open.spotify.com/track/0mlAOSILGRys2IbvyOT5VJ,https://music.youtube.com/watch?v=YDswuo2dIvY,https://music.youtube.com/watch?v=YDswuo2dIvY,True,6.68,3.705,
✨Spanish✨,Major Lazer - Que Calor,https://open.spotify.com/track/5dSWNkk66Gez4AM1kpZPiu,https://www.youtube.com/watch?v=QlDiILkppa8,https://www.youtube.com/watch?v=QlDiILkppa8,True,5.56,2.831,
✨Spanish✨,Carlos Vives - Canción Bonita,https://open.spotify.com/track/5iF33sXejXwfTuidVHMll0,https://music.youtube.com/watch?v=ZzTjmBeJIS4,https://music.youtube.com/watch?v=ZzTjmBeJIS4,True,4.64,1.813,
✨Spanish✨,Rawayana - Inglés En Miami,https://open.spotify.com/track/3Y1xjjepdqMP141ipYCAqA,https://music.youtube.com/watch?v=X5m3orQOG1c,https://music.youtube.com/watch?v=X5m3orQOG1c,True,4.3,1.825,
✨Spanish✨,Rawayana - Se Vienen Cositas,https://open.spotify.com/track/7ulDhf05iMrq4IFWNbTrbI,https://music.youtube.com/watch?v=WHcFA1qeF9k,https://music.youtube.com/watch?v=WHcFA1qeF9k,True,5.11,2.729,
✨Spanish✨,Elvis Crespo - Suavemente,https://open.spotify.com/track/7cpFmkNmh3MM0WqXPSbs9f,https://music.youtube.com/watch?v=QH0zo6AcP6g,https://music.youtube.com/watch?v=QH0zo6AcP6g,True,4.42,1.539,
✨Spanish✨,Fuerza Regida - Bebe Dame,https://open.spotify.com/track/0mzsLrUNazBaRfYZfjmpSV,https://www.youtube.com/watch?v=Oie--p6YqJo,https://www.youtube.com/watch?v=Oie--p6YqJo,True,7.09,4.088,
✨Spanish✨,Aitana - SUPERESTRELLA,https://open.spotify.com/track/6hpuesKPNa3WhV48O7Fa47,https://music.youtube.com/watch?v=ElvzE2cPclc,https://music.youtube.com/watch?v=ElvzE2cPclc,True,4.44,1.507,
✨Spanish✨,KAROL G - Ocean,https://open.spotify.com/track/6qoIFQfdmaQF9A1gb67tR7,https://music.youtube.com/watch?v=-kDOaQfzQyI,https://music.youtube.com/watch?v=-kDOaQfzQyI,True,3.85,1.145,
✨Spanish✨,Eslabon Armado - Ella Baila Sola,https://open.spotify.com/track/3dnP0JxCgygwQH9Gm7q7nb,https://music.youtube.com/watch?v=vPyV5Nj-EO0,https://music.youtube.com/watch?v=vPyV5Nj-EO0,True,3.99,1.067,
