list,song,spotify_url,spotdl_url,judge_url,same,search_seconds,judge_seconds,correct
Anthony's Playlist,AC/DC - Back In Black,https://open.spotify.com/track/08mG3Y1vljYA6bvDt4Wqkj,https://music.youtube.com/watch?v=9vWNauaZAgg,,,2.4,,
Anthony's Playlist,AC/DC - Hells Bells,https://open.spotify.com/track/69QHm3pustz01CJRwdo20z,https://music.youtube.com/watch?v=GL56LY6fE0E,,,1.69,,
Anthony's Playlist,AC/DC - Shoot to Thrill,https://open.spotify.com/track/0C80GCp0mMuBzLf3EAXqxv,https://music.youtube.com/watch?v=wLoWd2KyUro,,,1.74,,
Anthony's Playlist,AC/DC - What Do You Do for Money Honey,https://open.spotify.com/track/6Th6ND8RQPywiyelecP5Lf,https://music.youtube.com/watch?v=yuvWF2I7BTI,,,1.83,,
Anthony's Playlist,AC/DC - Givin the Dog a Bone,https://open.spotify.com/track/6rAy2MsMUabbqu2VygrblP,https://music.youtube.com/watch?v=ZjYjjLJtGpo,,,1.62,,
Anthony's Playlist,AC/DC - You Shook Me All Night Long,https://open.spotify.com/track/2SiXAy7TuUkycRVbbWDEpo,https://music.youtube.com/watch?v=SP9t2Iq_zQ8,,,1.95,,
Anthony's Playlist,AC/DC - Have a Drink on Me,https://open.spotify.com/track/4dDurgTN3eGyU0ghzFJ0T1,https://music.youtube.com/watch?v=dN61WU57zBw,,,1.87,,
Anthony's Playlist,AC/DC - Rock and Roll Ain't Noise Pollution,https://open.spotify.com/track/6J17MkMmuzBiIOjRH6MOBZ,https://music.youtube.com/watch?v=lwRHkS912ks,,,1.79,,
Anthony's Playlist,Michael Jackson - Bad,https://open.spotify.com/track/3tS8q8SXxtrYSN8UgeQt6q,https://music.youtube.com/watch?v=IEGIWRpnpBU,,,1.84,,
Anthony's Playlist,George Thorogood & The Destroyers - Bad To The Bone,https://open.spotify.com/track/6s0NHplywwr1IjnQpUpWJk,https://music.youtube.com/watch?v=8KciRaANKmo,,,1.76,,
Anthony's Playlist,Heart - Barracuda,https://open.spotify.com/track/4KfSdst7rW39C0sfhArdrz,https://music.youtube.com/watch?v=p6v6wWmEYvY,,,1.65,,
Anthony's Playlist,Led Zeppelin - Black Dog - Remaster,https://open.spotify.com/track/3nsUVlntPIksDvhHdZZhiu,https://music.youtube.com/watch?v=yBuub4Xe1mw,,,1.85,,
Anthony's Playlist,Queen - Bohemian Rhapsody,https://open.spotify.com/track/6l8GvAyoUZwWDgF1e4822w,https://music.youtube.com/watch?v=BSTsnWoslP4,,,1.67,,
Anthony's Playlist,Manfred Mann's Earth Band - Blinded By The Light,https://open.spotify.com/track/7kNNylJ1kswWbHeRM6UDuE,https://music.youtube.com/watch?v=33ptulhhQPg,,,1.85,,
Anthony's Playlist,Deep Purple - Burn - 2002 Remaster,https://open.spotify.com/track/5s8IEEjgCTrujK3aUalvfF,https://music.youtube.com/watch?v=ZQGstnfTmAk,,,1.58,,
Anthony's Playlist,Status Quo - Caroline,https://open.spotify.com/track/3fSWHHIHLRvdB5PYJ7PXrF,https://music.youtube.com/watch?v=69YERtGeX6A,,,1.75,,
Anthony's Playlist,Ozzy Osbourne - Crazy Train,https://open.spotify.com/track/7ACxUo21jtTHzy7ZEV56vU,https://music.youtube.com/watch?v=hQ_Z-10dXSE,,,1.79,,
Anthony's Playlist,Queen - Crazy Little Thing Called Love - Remastered 2011,https://open.spotify.com/track/35ItUJlMtjOQW3SSiTCrrw,https://music.youtube.com/watch?v=ARwcMqXz4Zc,,,1.83,,
Anthony's Playlist,Queen - Don't Stop Me Now,https://open.spotify.com/track/43DHLzDkncpby82Po5jlOZ,https://www.youtube.com/watch?v=HgzGwKwLmgM,,,3.58,,
Anthony's Playlist,Journey - Don't Stop Believin',https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue,https://music.youtube.com/watch?v=sXcyiA38z9I,,,1.64,,
Anthony's Playlist,Aerosmith - Dream On,https://open.spotify.com/track/5MxNLUsfh7uzROypsoO5qe,https://music.youtube.com/watch?v=yZR4zH9Zy34,,,1.72,,
Anthony's Playlist,Metallica - Enter Sandman (Remastered),https://open.spotify.com/track/3VqHuw0wFlIHcIPWkhIbdQ,https://music.youtube.com/watch?v=XZuM4zFg-60,,,1.68,,
Anthony's Playlist,Survivor - Eye of the Tiger,https://open.spotify.com/track/2KH16WveTQWT6KOG9Rg6e2,https://www.youtube.com/watch?v=btPJPFnesV4,,,3.2,,
Anthony's Playlist,Queen - Fat Bottomed Girls,https://open.spotify.com/track/39sH8Fl415P7O8GRP1Td6Z,https://www.youtube.com/watch?v=1ncYJCw7N8g,,,3.34,,
Anthony's Playlist,"Kenny Loggins - Footloose - From ""Footloose"" Soundtrack",https://open.spotify.com/track/2vz1CsL5WBsbpBcwgboTAw,https://music.youtube.com/watch?v=HvropLxYb5c,,,1.73,,
Anthony's Playlist,"Kenny Loggins - Danger Zone - From ""Top Gun"" Original Soundtrack",https://open.spotify.com/track/3hMHG6lx9QHVcfYSUr5PoM,https://music.youtube.com/watch?v=9ID4RAqCqnQ,,,1.79,,
Anthony's Playlist,Jerry Lee Lewis - Great Balls of Fire,https://open.spotify.com/track/7xe3EQCvXnx6Q0zs41Y65n,https://music.youtube.com/watch?v=c3Ne3UYBNZo,,,1.85,,
Anthony's Playlist,Queen - Hammer To Fall,https://open.spotify.com/track/2GCFcbxm61rSA8gzsDk6NJ,https://music.youtube.com/watch?v=oZ8Zzhe8A2Q,,,1.72,,
Anthony's Playlist,Judas Priest - Hell Bent for Leather,https://open.spotify.com/track/5hflg0cgTYWiwtPFoDx4g7,https://music.youtube.com/watch?v=OwUpV1_tteY,,,1.64,,
Anthony's Playlist,Judas Priest - Breaking the Law,https://open.spotify.com/track/2RaA6kIcvomt77qlIgGhCT,https://music.youtube.com/watch?v=BXtPycm5dGc,,,2.19,,
Anthony's Playlist,Judas Priest - Living After Midnight,https://open.spotify.com/track/0IXpUl1fn2QZcBavfuq0H4,https://music.youtube.com/watch?v=PjTLOaD6fr4,,,1.85,,
Anthony's Playlist,"David Bowie - ""Heroes"" - 2017 Remaster",https://open.spotify.com/track/7Jh1bpe76CNTCgdgAdBw4Z,https://www.youtube.com/watch?v=A2HAHXxeNNE,,,5.04,,
Anthony's Playlist,Deep Purple - Highway Star,https://open.spotify.com/track/4gVTozEmzwAUXpwj3jEetX,https://music.youtube.com/watch?v=xKwPOy_nEmI,,,1.87,,
Anthony's Playlist,AC/DC - Highway to Hell,https://open.spotify.com/track/2zYzyRzz6pRmhPzyfMEC8s,https://music.youtube.com/watch?v=ikFFVfObwss,,,1.92,,
Anthony's Playlist,Van Halen - Hot for Teacher - 2015 Remaster,https://open.spotify.com/track/6QDbGdbJ57Mtkflsg42WV5,https://music.youtube.com/watch?v=h_FKbrcnxA8,,,1.7,,
Anthony's Playlist,Eagles - Hotel California - 2013 Remaster,https://open.spotify.com/track/40riOy7x9W7GXjyGp4pjAv,https://www.youtube.com/watch?v=dLl4PZtxia8,,,3.27,,
Anthony's Playlist,Joan Jett & the Blackhearts - I Love Rock 'N Roll,https://open.spotify.com/track/2Cdvbe2G4hZsnhNMKyGrie,https://music.youtube.com/watch?v=8-hM3bTmV48,,,1.89,,
Anthony's Playlist,The Proclaimers - I'm Gonna Be (500 Miles),https://open.spotify.com/track/67iAlVNDDdddxqSD2EZhFs,https://music.youtube.com/watch?v=oUv0NbjbGzQ,,,1.78,,
Anthony's Playlist,Twisted Sister - I Wanna Rock,https://open.spotify.com/track/70Z9t1qhytWtG4cCmmi7mU,https://www.youtube.com/watch?v=M55rt14ZWfI,,,3.31,,
Anthony's Playlist,Queen - I Want To Break Free,https://open.spotify.com/track/25H6P7a94WUr5102lC6TNI,https://music.youtube.com/watch?v=xQQxllqJXLc,,,1.75,,
Anthony's Playlist,Led Zeppelin - Immigrant Song - Remaster,https://open.spotify.com/track/78lgmZwycJ3nzsdgmPPGNx,https://music.youtube.com/watch?v=5eHkjPCGXKQ,,,1.74,,
